RowNumber,IdClient,NomFamille,ScoreCredit,ZoneGeo,Genre,Age,Anciennete,Solde,NbProduits,CarteCredit,MembreActif,SalaireEstim,Churn
6150,15647207,Onwuemelie,609,France,Homme,26.0,7,0.0,2,Oui,Non,49231.995,Non
6151,15752344,She,714,Espagne,Homme,34.0,5,0.0,2,Oui,Non,96520.16,Non
6152,15813974,Maruff,731,Allemagne,Homme,37.0,3,58440.265,1,Non,Non,,Oui
6153,15631451,Grant,604,Espagne,Femme,28.0,6,0.0,2,Oui,Oui,34528.13,Non
6154,15746805,Thomson,597,France,Homme,33.0,9,0.0,2,Oui,Non,24687.41,Non
6155,15734311,Hamilton,661,France,Femme,27.0,3,0.0,2,Oui,Oui,38444.895,Non
6156,15721935,Kincaid,521,,Homme,25.0,7,0.0,2,Oui,Oui,78939.335,Non
6157,15710424,Page,435,France,Homme,36.0,4,0.0,1,Oui,Oui,98507.6,Non
6158,15730579,Ward,850,France,Homme,68.0,5,84722.7,1,Oui,Oui,93167.535,Non
6159,15794414,Forbes,507,Espagne,Homme,46.0,6,46391.84,1,Oui,Oui,,Non
6160,15611759,Simmons,850,Espagne,Femme,57.0,8,63388.15,2,Oui,Oui,66149.245,Non
6161,15611247,McKenzie,481,France,Femme,28.0,10,0.0,2,Oui,Non,72607.98,Non
6162,15657830,Andrews,663,France,Homme,43.0,4,43812.015,2,Oui,Non,74700.665,Non
6163,15671165,Esomchi,592,France,Femme,66.0,5,74975.095,1,Oui,Oui,38133.795,Non
6164,15647974,Chiemenam,679,France,Femme,44.0,3,59371.37,2,Oui,Non,784.455,Non
6165,15796336,Chang,786,Espagne,Femme,34.0,9,0.0,2,Oui,Non,,Non
6166,15683195,Ubanwa,719,France,Homme,32.0,9,73302.635,1,Oui,Oui,38559.725,Non
6167,15796969,Lahti,731,France,Homme,33.0,4,0.0,2,Oui,Oui,37472.555,Non
6168,15597467,Duncan,606,France,Femme,71.0,8,0.0,2,Oui,Oui,84870.98,Non
6169,15776725,Kerr,724,Allemagne,Homme,54.0,8,86096.245,1,Oui,Oui,68451.005,Non
6170,15796790,Amaechi,573,,Femme,47.0,8,77271.99,1,Oui,Non,14793.365,Non
6171,15687270,Iroawuchi,491,Espagne,Femme,,8,0.0,2,Non,Oui,69930.765,Non
6172,15634180,Holden,729,,Homme,26.0,4,48634.05,2,Oui,Non,19678.19,Non
6173,15594502,Zotov,655,France,Homme,37.0,6,54546.705,2,Oui,Non,887.76,Non
6174,15727944,Simpkinson,701,Allemagne,Femme,48.0,1,46036.34,1,Oui,Oui,66996.18,Non
6175,15654463,Moore,841,France,Homme,34.0,4,0.0,2,Oui,Non,70791.33,Non
6176,15585823,Wilson,627,France,Homme,31.0,8,64065.865,1,Oui,Non,48065.735,Non
6177,15814553,Ball,559,France,Femme,34.0,5,34499.83,2,Oui,Oui,33439.635,Non
6178,15749365,Earle,543,France,Femme,34.0,8,0.0,2,Non,Oui,72800.9,Non
6179,15633854,Sun,654,France,Femme,40.0,3,0.0,2,Oui,Non,83944.55,Non
6180,15624170,Tan,639,France,Femme,38.0,4,40775.47,2,Non,Oui,59487.385,Non
6181,15759566,Tochukwu,617,France,Homme,74.0,10,0.0,2,Oui,Oui,26974.99,Non
6182,15667632,Birdseye,703,France,Femme,42.0,7,0.0,2,Non,Oui,36250.34,Non
6183,15723250,Teng,519,France,Homme,42.0,8,0.0,2,Oui,Oui,50742.86,Non
6184,15793343,Yeh,549,France,Femme,29.0,8,0.0,2,Oui,Oui,94779.22,Non
6185,15602934,Dunn,452,,Femme,33.0,6,65849.285,2,Oui,Non,75811.955,Non
6186,15649112,Endrizzi,738,Espagne,Femme,33.0,3,61067.2,2,Non,Oui,13933.795,Non
6187,15620936,Warren,787,France,Homme,32.0,4,0.0,2,Oui,Oui,6619.465,Non
6188,15812720,Hooker,807,Allemagne,Homme,37.0,10,65055.225,2,Non,Oui,86048.975,Non
6189,15735909,McDonald,607,,Femme,39.0,8,52551.665,1,Oui,Non,52360.75,Oui
6190,15735078,Onwughara,724,Allemagne,Femme,53.0,1,69843.83,2,Oui,Oui,6456.96,Non
6191,15645404,Okwukwe,625,France,Femme,51.0,4,62310.005,2,Oui,Non,46121.97,Oui
6192,15607263,McCartney,788,France,Homme,55.0,3,0.0,1,Non,Oui,6644.23,Oui
6193,15713378,Brownless,711,France,Homme,38.0,10,0.0,2,Non,Non,26655.89,Non
6194,15763414,Degtyarev,655,Allemagne,Homme,32.0,9,56723.505,1,Oui,Non,41042.15,Non
6195,15581526,Iweobiegbulam,574,France,Homme,,1,0.0,2,Non,Non,35275.0,Non
6196,15795275,Lamb,521,Espagne,Femme,49.0,4,41470.125,2,Non,Non,31206.505,Oui
6197,15659475,Chung,597,France,Femme,33.0,6,67851.795,2,Non,Non,37425.42,Non
6198,15626457,Zetticci,671,France,Homme,31.0,0,58117.305,1,Oui,Non,86048.04,Non
6199,15694805,McIntyre,664,Espagne,Homme,35.0,1,57512.25,1,Non,Oui,84832.895,Non
6200,15752984,Chifley,737,France,Femme,70.0,9,43771.445,2,Oui,Oui,21288.43,Non
6201,15739847,Sadlier,850,Allemagne,Homme,38.0,5,73378.34,1,Oui,Non,39134.305,Non
6202,15708713,Hill,633,France,Homme,35.0,3,0.0,2,Oui,Oui,18124.88,Non
6203,15700255,Robson,814,Allemagne,Homme,44.0,8,47744.41,2,Non,Non,53506.795,Non
6204,15811565,Cocci,705,Espagne,Femme,47.0,3,31744.35,1,Non,Oui,14320.46,Oui
6205,15806941,Sharpe,499,France,Homme,60.0,7,38480.8,2,Oui,Oui,41821.935,Non
6206,15709861,He,766,Allemagne,Homme,30.0,4,63893.14,2,Oui,Oui,,Non
6207,15644765,Ashton,689,Allemagne,Homme,26.0,4,60363.985,1,Non,Oui,74536.94,Non
6208,15674851,T'ien,622,France,Homme,38.0,5,0.0,2,Non,Non,52647.885,Non
6209,15719778,Chiu,577,France,Femme,32.0,1,0.0,2,Oui,Non,4951.195,Non
6210,15638988,Fu,684,France,Homme,54.0,6,0.0,2,Oui,Oui,47444.3,Non
6211,15804131,Farmer,850,Espagne,Femme,53.0,7,32703.58,2,Non,Non,91316.815,Oui
6212,15648030,Crump,731,Espagne,Femme,33.0,5,68694.005,2,Oui,Non,82500.34,Non
6213,15714874,Major,850,France,Femme,42.0,3,0.0,2,Oui,Oui,88441.71,Non
6214,15729668,Elizabeth,521,Espagne,Homme,29.0,3,30140.31,1,Oui,Non,77135.705,Non
6215,15567422,Chiazagomekpele,630,France,Homme,42.0,6,0.0,2,Oui,Non,81348.965,Non
6216,15723488,Watson,668,Allemagne,Homme,47.0,7,53427.105,1,Non,Oui,78979.51,Oui
6217,15788494,Alekseeva,555,France,Homme,31.0,8,72937.87,1,Oui,Non,68745.615,Non
6218,15768574,Anderson,671,Espagne,Homme,58.0,1,89356.99,1,Oui,Oui,10884.105,Non
6219,15714689,Houghton,591,Espagne,Homme,29.0,1,48770.62,1,Oui,Oui,98178.085,Non
6220,15726776,Donnelly,705,Espagne,Homme,36.0,1,55814.645,1,Oui,Oui,10903.58,Non
6221,15626412,Mort,499,Espagne,Homme,39.0,6,0.0,2,Oui,Oui,40704.5,Non
6222,15632899,Nwankwo,662,Espagne,Homme,20.0,9,52254.385,2,Non,Non,36553.765,Non
6223,15682421,Talbot,683,France,Femme,30.0,2,0.0,2,Non,Oui,50248.42,Oui
6224,15688193,Graham,468,France,Homme,36.0,3,30818.485,1,Non,Non,53893.71,Non
6225,15670266,Shih,499,France,Femme,28.0,4,70896.305,1,Oui,Oui,11000.955,Non
6226,15754168,McIntosh,506,France,Femme,40.0,3,0.0,1,Oui,Oui,72172.79,Non
6227,15693543,McDonald,708,France,Femme,,8,0.0,2,Non,Oui,7623.415,Non
6228,15738191,Maclean,577,France,Homme,25.0,3,0.0,2,Non,Oui,62254.145,Non
6229,15657779,Boylan,806,Espagne,Homme,18.0,3,0.0,2,Oui,Oui,43497.27,Non
6230,15735522,Boulger,654,Allemagne,Homme,37.0,2,72805.035,2,Non,Non,93150.295,Non
6231,15629885,Wilson,850,France,Femme,33.0,7,59002.13,1,Oui,Non,91991.91,Non
6232,15681126,Baker,702,Espagne,Femme,38.0,2,0.0,1,Oui,Oui,80944.315,Non
6233,15673995,Tu,516,Espagne,Femme,65.0,9,51270.55,1,Oui,Non,90745.21,Non
6234,15718779,Clark,780,France,Homme,34.0,1,0.0,1,Oui,Oui,32402.02,Non
6235,15611947,Banks,557,France,Homme,34.0,3,41537.0,1,Oui,Non,66336.61,Non
6236,15673820,Woodward,568,France,Homme,33.0,7,0.0,2,Oui,Non,71725.305,Non
6237,15662091,Adams,570,Espagne,Homme,21.0,7,58049.91,1,Oui,Oui,74043.81,Non
6238,15715745,Elliott,690,France,Femme,26.0,5,78812.42,1,Oui,Oui,24799.635,Non
6239,15570087,Parry-Okeden,664,France,Femme,44.0,8,71494.845,1,Oui,Oui,57726.255,Oui
6240,15642937,Padovesi,550,France,Femme,46.0,7,0.0,2,Oui,Non,65295.175,Non
6241,15643658,Barber,850,Allemagne,Homme,53.0,2,47039.485,2,Oui,Non,18490.27,Non
6242,15758845,Rocher,590,Espagne,Femme,37.0,0,32172.605,1,Non,Oui,30879.665,Oui
6243,15695097,Chiedozie,564,Allemagne,Femme,30.0,0,50477.44,2,Non,Non,67087.575,Non
6244,15708504,Wong,790,Allemagne,Homme,50.0,8,60719.29,1,Oui,Oui,88235.89,Oui
6245,15723827,Macartney,683,France,Homme,30.0,4,57389.675,1,Non,Non,91585.735,Non
6246,15627190,Lettiere,661,France,Homme,51.0,6,73303.3,1,Oui,Oui,34010.95,Non
6247,15643671,Chiekwugo,696,Allemagne,Homme,49.0,5,48518.11,2,Oui,Non,76225.42,Oui
6248,15746902,Belstead,793,Espagne,Homme,38.0,9,0.0,2,Oui,Non,44112.51,Non
6249,15793424,Tan,663,Espagne,Femme,28.0,8,30637.35,2,Oui,Non,68027.225,Non
6250,15664681,Aitken,584,France,Femme,35.0,2,57160.64,2,Non,Non,,Non
6251,15746410,Thompson,432,Espagne,Homme,38.0,7,0.0,2,Oui,Non,75290.44,Non
6252,15577806,Chiu,794,Allemagne,Femme,54.0,1,37950.42,1,Oui,Oui,96077.33,Non
6253,15720353,Chiang,553,France,Homme,41.0,1,0.0,2,Oui,Non,45303.655,Non
6254,15676909,Mishin,667,Espagne,Femme,34.0,5,0.0,2,Oui,Non,81915.32,Non
6255,15810732,Grant,730,France,Femme,36.0,8,74374.645,2,Oui,Non,45915.375,Non
6256,15568519,Wood,534,France,Homme,41.0,9,0.0,2,Oui,Non,6935.67,Non
6257,15718789,Brigstocke,604,France,Homme,30.0,5,0.0,2,Oui,Non,37893.275,Non
6258,15679200,Crawford,580,Espagne,Homme,29.0,9,30855.22,2,Oui,Non,64038.9,Non
6259,15758831,Thornton,754,France,Homme,39.0,3,37448.165,1,Non,Non,17215.08,Non
6260,15640078,Chambers,660,Allemagne,Femme,39.0,5,67567.495,1,Oui,Non,86841.5,Oui
6261,15676526,Bentley,608,France,Femme,34.0,4,44386.435,1,Oui,Oui,84411.005,Non
6262,15627220,Kang,735,Allemagne,Femme,43.0,9,49403.725,1,Non,Non,92285.02,Oui
6263,15666675,Hsieh,753,France,Femme,39.0,7,77531.4,1,Oui,Oui,8230.385,Non
6264,15701412,T'ien,739,France,Homme,40.0,4,0.0,2,Non,Non,86660.825,Non
6265,15625151,Wan,640,France,Femme,66.0,9,58018.88,1,Non,Oui,92318.025,Non
6266,15723400,Hutchinson,663,France,Homme,,4,0.0,2,Oui,Oui,,Non
6267,15611544,Ibeamaka,701,Allemagne,Homme,36.0,7,47724.16,2,Oui,Non,94542.535,Non
6268,15657105,Chukwualuka,726,Espagne,Homme,36.0,2,0.0,1,Oui,Non,97596.2,Non
6269,15731507,Mackenzie,456,France,Femme,33.0,1,94142.84,1,Non,Non,29181.97,Non
6270,15655648,Bock,610,France,Femme,25.0,2,0.0,2,Oui,Non,61861.915,Non
6271,15811690,Bayley,793,Allemagne,Homme,54.0,2,64483.065,1,Non,Non,9316.7,Oui
6272,15707551,Hutcheon,568,France,Homme,30.0,8,36527.185,2,Oui,Oui,13506.0,Non
6273,15605918,Padovesi,635,Allemagne,Homme,43.0,5,39496.375,2,Non,Non,76632.655,Non
6274,15711028,Nnachetam,534,France,Homme,52.0,1,0.0,3,Oui,Oui,52017.705,Oui
6275,15653780,Kambinachi,621,France,Femme,43.0,5,0.0,1,Oui,Oui,23789.225,Non
6276,15690330,Efimov,830,Allemagne,Femme,40.0,8,38850.82,1,Non,Oui,9756.19,Non
6277,15694300,Fiorentino,759,France,Homme,26.0,4,0.0,2,Oui,Non,67697.31,Non
6278,15591980,Hill,753,France,Homme,33.0,5,61284.025,2,Oui,Oui,41410.425,Non
6279,15767894,Ch'ien,741,France,Femme,21.0,9,0.0,2,Non,Oui,69629.77,Non
6280,15636982,Weller,705,Allemagne,Femme,43.0,7,39987.275,1,Oui,Oui,51554.165,Non
6281,15614878,Yeh,660,Allemagne,Femme,29.0,6,90260.145,1,Oui,Oui,61925.29,Non
6282,15640769,Hobbs,660,France,Homme,,8,68920.765,1,Oui,Oui,21395.145,Non
6283,15779627,Maclean,573,Allemagne,Homme,31.0,0,67322.095,1,Oui,Oui,35190.745,Non
6284,15750181,Sanderson,553,Allemagne,Homme,41.0,9,55056.27,2,Non,Non,40949.405,Non
6285,15626243,Chijioke,618,France,Homme,30.0,3,66922.11,1,Oui,Oui,15703.465,Non
6286,15645593,Trevisani,599,France,Femme,,2,45664.355,1,Oui,Non,57862.39,Non
6287,15619699,Yeh,558,France,Homme,31.0,7,0.0,1,Oui,Non,99134.54,Non
6288,15575691,Palerma,689,France,Femme,58.0,5,0.0,2,Non,Oui,24924.43,Non
6289,15662501,Ebelechukwu,583,France,Homme,48.0,3,45623.265,1,Oui,Non,30008.73,Oui
6290,15605742,Tuan,737,France,Homme,43.0,0,40045.465,1,Oui,Non,19960.0,Oui
6291,15669410,Yevdokimova,683,France,Homme,30.0,8,55414.76,2,Non,Non,12469.42,Non
6292,15742820,Trevisano,535,France,Femme,45.0,2,0.0,2,Non,Oui,85310.775,Non
6293,15763662,Longo,711,Allemagne,Homme,43.0,2,19521.645,2,Oui,Oui,87711.845,Non
6294,15667971,Shepherd,592,Allemagne,Femme,34.0,6,51071.965,2,Oui,Oui,51314.49,Non
6295,15660611,Gallo,748,Espagne,Homme,39.0,3,0.0,2,Oui,Oui,61999.26,Non
6296,15615820,MacDonald,837,France,Homme,49.0,8,51651.185,1,Oui,Oui,25487.285,Non
6297,15656840,Zikoranachukwudimma,547,France,Femme,29.0,6,52225.43,1,Oui,Oui,18580.14,Non
6298,15579994,Shaw,616,France,Homme,23.0,8,36556.475,1,Oui,Oui,31366.525,Non
6299,15744695,Tu,694,France,Homme,39.0,5,38826.2,1,Oui,Oui,12703.795,Non
6300,15722409,Ritchie,693,Espagne,Homme,47.0,8,53802.33,1,Oui,Oui,40074.635,Non
6301,15795933,Barese,677,France,Femme,49.0,3,0.0,2,Oui,Oui,93905.855,Non
6302,15709142,Sagese,608,Allemagne,Femme,30.0,2,45528.685,2,Oui,Non,66486.585,Non
6303,15582910,Turnbull,514,France,Homme,38.0,4,56115.19,1,Oui,Non,8358.555,Oui
6304,15739692,Tsui,679,France,Homme,42.0,1,0.0,2,Non,Non,,Non
6305,15639576,Burns,691,France,Homme,26.0,9,68311.595,1,Oui,Non,76614.0,Non
6306,15717962,Ch'iu,773,Espagne,Homme,63.0,9,55589.915,1,Oui,Oui,46545.51,Non
6307,15595047,Murray,764,France,Homme,41.0,7,0.0,2,Non,Non,67439.17,Non
6308,15566633,Freeman,698,,Homme,55.0,8,77529.55,2,Oui,Oui,72292.145,Non
6309,15667620,Dreyer,732,France,Femme,43.0,6,0.0,2,Oui,Non,32865.765,Non
6310,15642996,Tsai,546,Allemagne,Femme,42.0,9,43175.925,2,Oui,Non,,Non
6311,15619029,Bykov,620,Espagne,Femme,43.0,2,0.0,2,Oui,Non,10335.05,Non
6312,15705639,Onyemauchechukwu,692,France,Femme,28.0,8,47529.51,2,Oui,Non,22210.09,Non
6313,15673984,Daniels,536,France,Femme,35.0,8,0.0,1,Oui,Non,85920.12,Oui
6314,15798341,Victor,544,France,Homme,38.0,8,0.0,1,Oui,Oui,49104.31,Non
6315,15809800,Korovina,726,France,Femme,38.0,4,0.0,2,Non,Non,3393.74,Non
6316,15779207,Nnamdi,500,Allemagne,Homme,30.0,2,62747.82,2,Oui,Oui,34403.735,Non
6317,15697597,Chiemenam,631,France,Homme,26.0,1,74572.305,1,Non,Oui,61848.975,Non
6318,15753462,Godson,632,Allemagne,Homme,30.0,2,36274.5,2,Non,Oui,91364.4,Non
6319,15688409,Donaldson,742,France,Femme,,2,95932.255,1,Oui,Non,54228.995,Oui
6320,15773242,Chukwuhaenye,621,France,Homme,32.0,1,0.0,2,Oui,Oui,84389.735,Non
6321,15722731,Manna,653,France,Homme,46.0,0,59778.05,1,Oui,Non,39125.065,Oui
6322,15642394,He,529,Espagne,Homme,35.0,5,0.0,2,Oui,Oui,93644.25,Non
6323,15597536,Nkemjika,576,Espagne,Homme,45.0,5,66809.005,1,Non,Non,67622.435,Non
6324,15661591,Panicucci,413,Allemagne,Homme,39.0,1,65484.885,2,Oui,Oui,79445.895,Non
6325,15750778,Ponomarev,653,France,Femme,60.0,2,60365.695,4,Oui,Oui,69080.055,Oui
6326,15583499,Chiagoziem,510,France,Homme,32.0,9,51662.39,1,Oui,Oui,23063.85,Non
6327,15777907,Liang,791,France,Femme,33.0,3,0.0,1,Oui,Oui,72206.96,Oui
6328,15616367,Ricci,581,Allemagne,Homme,39.0,1,60761.755,1,Non,Non,80827.775,Oui
6329,15788183,Longo,458,Allemagne,Femme,43.0,1,53435.06,2,Oui,Non,50282.185,Non
6330,15579617,Sinclair,489,France,Femme,51.0,3,0.0,2,Non,Oui,87049.14,Oui
6331,15755138,Chin,850,France,Femme,32.0,8,0.0,2,Oui,Oui,27796.9,Non
6332,15804814,Ts'ui,759,France,Homme,40.0,4,0.0,2,Oui,Non,62307.795,Non
6333,15763029,Ch'iu,612,Allemagne,Homme,46.0,9,80725.015,1,Oui,Oui,48480.5,Oui
6334,15780835,Liang,652,Allemagne,Femme,26.0,1,65954.175,1,Oui,Oui,89634.895,Non
6335,15778934,Napolitani,678,Espagne,Femme,49.0,8,0.0,2,Non,Oui,49045.345,Non
6336,15572145,Ashton,767,France,Femme,34.0,8,0.0,2,Oui,Non,47383.885,Non
6337,15596808,Maclean,679,Espagne,Homme,33.0,4,48055.11,1,Oui,Non,586.615,Non
6338,15618581,Diribe,668,Espagne,Homme,25.0,8,0.0,2,Oui,Oui,67556.045,Non
6339,15721715,Fane,769,France,Femme,40.0,9,66935.525,1,Oui,Oui,25284.01,Non
6340,15740630,Pisano,487,Espagne,Femme,31.0,1,0.0,2,Oui,Non,79375.065,Non
6341,15729019,Arcuri,602,Espagne,Homme,,8,49191.36,1,Oui,Non,19771.0,Non
6342,15739438,Reed,539,France,Homme,30.0,0,0.0,2,Oui,Non,80489.83,Non
6343,15677146,Obiajulu,728,France,Femme,28.0,4,71121.77,2,Oui,Non,16537.255,Non
6344,15640627,Wan,611,Espagne,Homme,34.0,4,0.0,2,Oui,Non,85475.29,Non
6345,15587443,Akudinobi,728,France,Femme,69.0,1,0.0,2,Oui,Oui,65902.43,Non
6346,15759244,Boone,687,Allemagne,Homme,44.0,8,47684.07,2,Oui,Oui,893.925,Non
6347,15674331,Bidwill,576,Allemagne,Homme,30.0,7,66087.205,2,Non,Non,46883.515,Non
6348,15599289,Yeh,724,France,Femme,37.0,10,34299.28,1,Oui,Non,78931.41,Non
6349,15719624,Hodgson,669,France,Femme,38.0,9,60929.49,1,Oui,Non,65377.67,Non
6350,15612095,Calabrese,751,France,Femme,48.0,9,0.0,1,Oui,Non,68754.21,Oui
6351,15776051,Kao,551,France,Femme,45.0,6,0.0,2,Oui,Oui,25571.715,Non
6352,15632256,Schroeder,541,France,Homme,29.0,7,63752.285,1,Non,Non,43086.96,Non
6353,15638047,Chia,613,Allemagne,Femme,45.0,9,71382.62,2,Oui,Non,17374.825,Non
6354,15576680,Stevenson,736,France,Homme,29.0,4,0.0,2,Non,Non,,Non
6355,15756471,Giles,656,Allemagne,Homme,27.0,4,59313.58,2,Oui,Oui,80417.65,Non
6356,15739131,Whitworth,718,Allemagne,Homme,28.0,4,32821.65,1,Oui,Non,14380.495,Non
6357,15641043,Scott,648,Espagne,Homme,35.0,7,0.0,2,Oui,Oui,39218.18,Non
6358,15582325,Jennings,524,France,Homme,52.0,2,43947.13,1,Oui,Non,86949.71,Oui
6359,15589449,Frye,815,France,Femme,56.0,3,0.0,3,Oui,Oui,47124.08,Oui
6360,15633612,Yuryeva,696,France,Homme,28.0,4,86323.41,1,Oui,Oui,58235.715,Non
6361,15725835,West,785,,Femme,32.0,3,62246.515,2,Non,Oui,26291.895,Oui
6362,15705739,Toscani,753,Allemagne,Homme,32.0,5,79952.395,1,Oui,Non,74405.57,Non
6363,15664802,Chinweuba,543,France,Femme,42.0,5,0.0,2,Non,Non,50952.67,Non
6364,15769959,Ajuluchukwu,597,France,Femme,53.0,4,44190.605,1,Oui,Non,34692.355,Oui
6365,15665760,Kazantsev,802,Espagne,Homme,38.0,7,0.0,2,Non,Oui,,Non
6366,15774630,Peacock,601,Allemagne,Femme,47.0,1,71401.01,1,Oui,Oui,28776.51,Non
6367,15582849,McIntosh,757,France,Femme,51.0,1,0.0,1,Oui,Oui,11417.565,Oui
6368,15815626,Oluchi,640,France,Homme,,2,34216.225,2,Oui,Oui,56251.62,Oui
6369,15625819,Arnold,625,France,Femme,38.0,7,0.0,1,Oui,Non,82402.01,Non
6370,15584766,Knight,557,France,Homme,33.0,3,27251.775,1,Oui,Oui,185.525,Non
6371,15726589,Matveyev,540,Allemagne,Homme,39.0,1,41265.555,1,Oui,Non,,Non
6372,15696371,Thomas,812,Espagne,Femme,24.0,1,46238.44,1,Non,Non,41623.57,Non
6373,15587573,Castiglione,626,Allemagne,Homme,27.0,4,57542.265,2,Non,Oui,13453.715,Non
6374,15741865,Ferrari,810,France,Femme,38.0,9,76583.085,1,Oui,Oui,46630.845,Non
6375,15764073,Arcuri,503,Espagne,Femme,36.0,9,0.0,2,Oui,Oui,8137.335,Non
6376,15632882,Konovalova,684,Allemagne,Homme,37.0,1,63408.565,2,Oui,Oui,14997.915,Oui
6377,15728885,Defalco,808,France,Homme,41.0,0,0.0,1,Oui,Oui,39944.39,Non
6378,15773751,Y?,597,France,Femme,29.0,1,66072.175,1,Oui,Non,79043.165,Non
6379,15699963,Scott,571,France,Homme,38.0,1,60702.52,1,Oui,Oui,77422.11,Non
6380,15675983,Wood,692,France,Femme,,3,39775.56,1,Non,Oui,89133.535,Non
6381,15685019,Graham,528,France,Homme,29.0,3,51393.71,1,Oui,Non,27986.28,Non
6382,15738267,Macarthur,544,France,Femme,64.0,3,62021.9,1,Oui,Oui,55701.485,Oui
6383,15589312,Larkin,588,France,Homme,30.0,3,57503.54,1,Non,Non,88429.25,Non
6384,15682834,Johnstone,715,Espagne,Femme,35.0,4,20084.94,2,Oui,Oui,99928.735,Non
6385,15622442,Mazzi,619,France,Homme,29.0,5,0.0,2,Oui,Non,97155.05,Non
6386,15682639,Marshall,642,France,Homme,32.0,3,0.0,2,Oui,Oui,44349.415,Non
6387,15601892,Hunter,563,France,Homme,33.0,8,0.0,2,Non,Oui,,Non
6388,15617348,Uchechukwu,544,France,Homme,44.0,1,0.0,2,Non,Non,34622.12,Non
6389,15807524,Chukwuma,569,France,Femme,44.0,4,0.0,2,Non,Non,67197.39,Non
6390,15604196,Simpson,766,France,Homme,32.0,6,92857.14,1,Oui,Oui,51251.25,Non
6391,15768359,Akhtar,534,France,Homme,36.0,4,60018.98,1,Oui,Non,18137.97,Non
6392,15769829,Cheng,534,Espagne,Homme,51.0,3,0.0,2,Non,Oui,10428.155,Non
6393,15664311,Yang,637,Allemagne,Homme,,3,61837.845,1,Oui,Oui,83229.205,Non
6394,15651737,Salmond,623,Espagne,Homme,44.0,1,41662.885,1,Non,Oui,40414.39,Non
6395,15799128,Matthews,608,Espagne,Femme,38.0,9,51203.38,1,Non,Oui,28800.33,Non
6396,15769412,Atkinson,684,Espagne,Homme,39.0,4,103517.48,2,Non,Non,78847.38,Oui
6397,15607786,Mao,709,France,Homme,26.0,6,78275.815,1,Non,Oui,2205.385,Non
6398,15595303,Johnston,736,Allemagne,Homme,46.0,5,65406.455,1,Oui,Oui,38990.77,Oui
6399,15589869,Tang,437,France,Homme,49.0,9,55817.145,2,Non,Oui,83220.16,Non
6400,15604818,Edmund la Touche,798,France,Homme,34.0,9,77247.895,1,Oui,Non,95697.94,Non
6401,15766746,Darwin,835,France,Homme,35.0,6,63560.035,1,Oui,Non,14353.845,Non
6402,15664270,Balsillie,692,Allemagne,Homme,45.0,6,71042.02,4,Oui,Non,94152.925,Oui
6403,15759184,Russell,705,France,Homme,34.0,7,58857.92,1,Oui,Non,1249.335,Non
6404,15771855,Yu,682,France,Homme,37.0,5,0.0,2,Non,Oui,56277.34,Non
6405,15643794,Bennett,639,Espagne,Femme,27.0,2,0.0,1,Oui,Oui,41469.495,Non
6406,15753174,Thompson,571,Allemagne,Homme,37.0,9,69796.49,3,Oui,Non,52076.325,Oui
6407,15704769,Smith,585,France,Femme,67.0,5,56989.485,2,Non,Oui,46573.055,Non
6408,15680843,Sherrod,675,France,Homme,34.0,8,0.0,2,Oui,Oui,92421.105,Non
6409,15578096,Nnachetam,537,France,Homme,26.0,7,53198.875,1,Non,Non,51781.615,Non
6410,15782311,Feng,529,France,Homme,28.0,9,0.0,2,Oui,Oui,26272.62,Non
6411,15686835,Crawford,738,Allemagne,Femme,57.0,9,74192.32,1,Non,Non,77523.555,Oui
6412,15649354,Johnston,754,Espagne,Homme,35.0,4,0.0,2,Oui,Oui,4829.205,Non
6413,15685314,Noble,850,France,Femme,28.0,2,0.0,2,Oui,Oui,19386.87,Non
6414,15780989,Hajek,579,Espagne,Homme,43.0,2,72921.91,1,Oui,Oui,99201.185,Oui
6415,15751120,Loyau,752,France,Femme,36.0,2,59956.23,1,Oui,Non,62177.46,Non
6416,15720583,Finch,745,Allemagne,Femme,44.0,0,59819.105,1,Oui,Oui,17132.54,Oui
6417,15569187,Fleming,680,Espagne,Homme,35.0,9,0.0,2,Non,Non,71887.03,Non
6418,15675585,Burns,416,Allemagne,Femme,25.0,0,48869.485,2,Oui,Oui,80261.665,Non
6419,15759298,Shih,631,Espagne,Homme,27.0,10,67084.81,1,Oui,Oui,88365.01,Non
6420,15703923,Cameron,744,Allemagne,Homme,41.0,7,95204.67,2,Oui,Oui,69180.74,Non
6421,15626491,Hughes,655,France,Femme,45.0,7,28663.52,1,Non,Oui,23674.5,Non
6422,15777896,Chukwudi,850,Allemagne,Femme,33.0,2,41707.52,1,Non,Oui,37458.82,Non
6423,15611105,Castella,799,Espagne,Homme,35.0,7,0.0,2,Non,Oui,70390.4,Non
6424,15640507,Li,762,Espagne,Femme,35.0,3,59674.845,3,Oui,Oui,23557.09,Oui
6425,15691723,Chukwudi,631,Espagne,Homme,55.0,9,49842.53,1,Oui,Non,57237.49,Non
6426,15618182,Ndubueze,678,France,Femme,38.0,2,0.0,2,Non,Non,57534.495,Non
6427,15799211,Anenechi,708,Espagne,Femme,32.0,8,93743.815,1,Oui,Oui,60057.75,Non
6428,15591969,Kuo,497,Espagne,Homme,27.0,9,37631.58,1,Oui,Oui,82412.52,Non
6429,15708867,Niu,684,Espagne,Femme,38.0,3,67084.25,3,Oui,Non,1983.25,Oui
